   1.0000000e-03  -6.7177667e-03  -5.0434903e-01   4.9763126e-01
   2.0000000e-03  -2.1166950e-02  -5.0946433e-01   4.8829738e-01
   3.0000000e-03  -8.3461920e-02  -5.1462747e-01   4.3116555e-01
   4.0000000e-03  -1.8801878e-01  -5.1984701e-01   3.3182823e-01
   5.0000000e-03  -3.2508483e-01  -5.2509409e-01   2.0000926e-01
   6.0000000e-03  -4.8147325e-01  -5.3008523e-01   4.8611978e-02
   7.0000000e-03  -6.4263867e-01  -5.3509489e-01  -1.0754378e-01
   8.0000000e-03  -7.9331754e-01  -5.4014514e-01  -2.5317240e-01
   9.0000000e-03  -9.1923724e-01  -5.4521850e-01  -3.7401875e-01
   1.0000000e-02  -1.0082898e+00  -5.5003623e-01  -4.5825353e-01
   1.1000000e-02  -1.0525112e+00  -5.5487996e-01  -4.9763126e-01
   1.2000000e-02  -1.0480689e+00  -5.5977149e-01  -4.8829738e-01
   1.3000000e-02  -9.9585493e-01  -5.6468937e-01  -4.3116555e-01
   1.4000000e-02  -9.0116608e-01  -5.6933785e-01  -3.3182823e-01
   1.5000000e-02  -7.7401972e-01  -5.7401047e-01  -2.0000926e-01
   1.6000000e-02  -6.2734155e-01  -5.7872957e-01  -4.8611978e-02
   1.7000000e-02  -4.7593004e-01  -5.8347382e-01   1.0754378e-01
   1.8000000e-02  -3.3476951e-01  -5.8794192e-01   2.5317240e-01
   1.9000000e-02  -2.1841557e-01  -5.9243432e-01   3.7401875e-01
   2.0000000e-02  -1.3872049e-01  -5.9697402e-01   4.5825353e-01
   2.1000000e-02  -1.0390769e-01  -6.0153896e-01   4.9763126e-01
   2.2000000e-02  -1.1752121e-01  -6.0581860e-01   4.8829738e-01
   2.3000000e-02  -1.7895707e-01  -6.1012262e-01   4.3116555e-01
   2.4000000e-02  -2.8264641e-01  -6.1447464e-01   3.3182823e-01
   2.5000000e-02  -4.1884264e-01  -6.1885189e-01   2.0000926e-01
   2.6000000e-02  -5.7432303e-01  -6.2293501e-01   4.8611978e-02
   2.7000000e-02  -7.3458627e-01  -6.2704249e-01  -1.0754378e-01
   2.8000000e-02  -8.8437096e-01  -6.3119856e-01  -2.5317240e-01
   2.9000000e-02  -1.0093985e+00  -6.3537974e-01  -3.7401875e-01
   3.0000000e-02  -1.0975118e+00  -6.3925827e-01  -4.5825353e-01
   3.1000000e-02  -1.1407923e+00  -6.4316106e-01  -4.9763126e-01
   3.2000000e-02  -1.1354103e+00  -6.4711287e-01  -4.8829738e-01
   3.3000000e-02  -1.0822552e+00  -6.5108960e-01  -4.3116555e-01
   3.4000000e-02  -9.8657899e-01  -6.5475075e-01  -3.3182823e-01
   3.5000000e-02  -8.5844764e-01  -6.5843838e-01  -2.0000926e-01
   3.6000000e-02  -7.1079130e-01  -6.6217932e-01  -4.8611978e-02
   3.7000000e-02  -5.5840482e-01  -6.6594860e-01   1.0754378e-01
   3.8000000e-02  -4.1623141e-01  -6.6940381e-01   2.5317240e-01
   3.9000000e-02  -2.9886004e-01  -6.7287879e-01   3.7401875e-01
   4.0000000e-02  -2.1814100e-01  -6.7639453e-01   4.5825353e-01
   4.1000000e-02  -1.8229258e-01  -6.7992384e-01   4.9763126e-01
   4.2000000e-02  -1.9481382e-01  -6.8311121e-01   4.8829738e-01
   4.3000000e-02  -2.5516264e-01  -6.8632820e-01   4.3116555e-01
   4.4000000e-02  -3.5779179e-01  -6.8962003e-01   3.3182823e-01
   4.5000000e-02  -4.9297318e-01  -6.9298244e-01   2.0000926e-01
   4.6000000e-02  -6.4746598e-01  -6.9607796e-01   4.8611978e-02
   4.7000000e-02  -8.0682793e-01  -6.9928415e-01  -1.0754378e-01
   4.8000000e-02  -9.5581456e-01  -7.0264216e-01  -2.5317240e-01
   4.9000000e-02  -1.0801517e+00  -7.0613300e-01  -3.7401875e-01
   5.0000000e-02  -1.1676457e+00  -7.0939215e-01  -4.5825353e-01
   5.1000000e-02  -1.2104070e+00  -7.1277573e-01  -4.9763126e-01
   5.2000000e-02  -1.2045954e+00  -7.1629803e-01  -4.8829738e-01
   5.3000000e-02  -1.1510814e+00  -7.1991585e-01  -4.3116555e-01
   5.4000000e-02  -1.0550638e+00  -7.2323552e-01  -3.3182823e-01
