   0.0000000e+00  -1.0321934e+00   0.0000000e+00  -1.0321934e+00
   1.0000000e-03  -1.0299847e+00   0.0000000e+00  -1.0299847e+00
   2.0000000e-03  -1.0277744e+00   0.0000000e+00  -1.0277744e+00
   3.0000000e-03  -1.0255623e+00   0.0000000e+00  -1.0255623e+00
   4.0000000e-03  -1.0233485e+00   0.0000000e+00  -1.0233485e+00
   5.0000000e-03  -1.0211330e+00   0.0000000e+00  -1.0211330e+00
   6.0000000e-03  -1.0189158e+00   0.0000000e+00  -1.0189158e+00
   7.0000000e-03  -1.0166970e+00   0.0000000e+00  -1.0166970e+00
   8.0000000e-03  -1.0144764e+00   0.0000000e+00  -1.0144764e+00
   9.0000000e-03  -1.0122541e+00   0.0000000e+00  -1.0122541e+00
   1.0000000e-02  -1.0100302e+00   0.0000000e+00  -1.0100302e+00
   1.1000000e-02  -1.0078046e+00   0.0000000e+00  -1.0078046e+00
   1.2000000e-02  -1.0055773e+00   0.0000000e+00  -1.0055773e+00
   1.3000000e-02  -1.0033484e+00   0.0000000e+00  -1.0033484e+00
   1.4000000e-02  -1.0011178e+00   0.0000000e+00  -1.0011178e+00
   1.5000000e-02  -9.9888564e-01   0.0000000e+00  -9.9888564e-01
   1.6000000e-02  -9.9665179e-01   0.0000000e+00  -9.9665179e-01
   1.7000000e-02  -9.9441631e-01   0.0000000e+00  -9.9441631e-01
   1.8000000e-02  -9.9217921e-01   0.0000000e+00  -9.9217921e-01
   1.9000000e-02  -9.8994050e-01   0.0000000e+00  -9.8994050e-01
   2.0000000e-02  -9.8770017e-01   0.0000000e+00  -9.8770017e-01
   2.1000000e-02  -9.8545823e-01   0.0000000e+00  -9.8545823e-01
   2.2000000e-02  -9.8321470e-01   0.0000000e+00  -9.8321470e-01
   2.3000000e-02  -9.8096957e-01   0.0000000e+00  -9.8096957e-01
   2.4000000e-02  -9.7872286e-01   0.0000000e+00  -9.7872286e-01
   2.5000000e-02  -9.7647457e-01   0.0000000e+00  -9.7647457e-01
   2.6000000e-02  -9.7422471e-01   0.0000000e+00  -9.7422471e-01
   2.7000000e-02  -9.7197328e-01   0.0000000e+00  -9.7197328e-01
   2.8000000e-02  -9.6972029e-01   0.0000000e+00  -9.6972029e-01
   2.9000000e-02  -9.6746575e-01   0.0000000e+00  -9.6746575e-01
   3.0000000e-02  -9.6520966e-01   0.0000000e+00  -9.6520966e-01
   3.1000000e-02  -9.6295203e-01   0.0000000e+00  -9.6295203e-01
   3.2000000e-02  -9.6069286e-01   0.0000000e+00  -9.6069286e-01
   3.3000000e-02  -9.5843217e-01   0.0000000e+00  -9.5843217e-01
